-0.983333	-0.98	0	1.4	0.000124124
-0.983333	-0.94	0	1.4	9.31799e-05
-0.983333	-0.9	0	1.4	6.95034e-05
-0.983333	-0.86	0	1.4	5.15353e-05
-0.983333	-0.82	0	1.4	3.80014e-05
-0.983333	-0.78	0	1.4	2.78779e-05
-0.983333	-0.74	0	1.4	2.03536e-05
-0.983333	-0.7	0	1.4	1.4794e-05
-0.983333	-0.66	0	1.4	1.07085e-05
-0.983333	-0.62	0	1.4	7.72126e-06
-0.983333	-0.58	0	1.4	5.54726e-06
-0.983333	-0.54	0	1.4	3.97195e-06
-0.983333	-0.5	0	1.4	2.83504e-06
-0.983333	-0.46	0	1.4	2.01759e-06
-0.983333	-0.42	0	1.4	1.43188e-06
-0.983333	-0.38	0	1.4	1.01357e-06
-0.983333	-0.34	0	1.4	7.15731e-07
-0.983333	-0.3	0	1.4	5.04259e-07
-0.983333	-0.26	0	1.4	0.00111912
-0.983333	-0.22	0	1.4	0.00135258
-0.983333	-0.18	0	1.4	0.00161234
-0.983333	-0.14	0	1.4	0.00189409
-0.983333	-0.1	0	1.4	0.00219101
-0.983333	-0.06	0	1.4	0.00249373
-0.983333	-0.02	0	1.4	0.00279061
-0.983333	0.02	0	1.4	0.0030683
-0.983333	0.06	0	1.4	0.00331276
-0.983333	0.1	0	1.4	0.00351041
-0.983333	0.14	0	1.4	0.0036495
-0.983333	0.18	0	1.4	0.00372134
-0.983333	0.22	0	1.4	0.00372134
-0.983333	0.26	0	1.4	0.0036495
-0.983333	0.3	0	1.4	0.00351041
-0.983333	0.34	0	1.4	0.00331276
-0.983333	0.38	0	1.4	0.0030683
-0.983333	0.42	0	1.4	0.00279061
-0.983333	0.46	0	1.4	0.00249373
-0.983333	0.5	0	1.4	0.00219101
-0.983333	0.54	0	1.4	0.00189409
-0.983333	0.58	0	1.4	0.00161234
-0.983333	0.62	0	1.4	0.00135258
-0.983333	0.66	0	1.4	0.00111912
-0.983333	0.7	0	1.4	0.000914003
-0.983333	0.74	0	1.4	0.000737444
-0.983333	0.78	0	1.4	0.000588248
-0.983333	0.82	0	1.4	0.000464268
-0.983333	0.86	0	1.4	0.000362801
-0.983333	0.9	0	1.4	0.000280902
-0.983333	0.94	0	1.4	0.00021563
-0.983333	0.98	0	1.4	0.000164208
-0.95	-0.98	0	1.4	9.7878e-05
-0.95	-0.94	0	1.4	7.38916e-05
-0.95	-0.9	0	1.4	5.54195e-05
-0.95	-0.86	0	1.4	4.13124e-05
-0.95	-0.82	0	1.4	3.06217e-05
-0.95	-0.78	0	1.4	2.25775e-05
-0.95	-0.74	0	1.4	1.65644e-05
-0.95	-0.7	0	1.4	1.20969e-05
-0.95	-0.66	0	1.4	8.79634e-06
-0.95	-0.62	0	1.4	6.37063e-06
-0.95	-0.58	0	1.4	4.59652e-06
-0.95	-0.54	0	1.4	3.30483e-06
-0.95	-0.5	0	1.4	2.3683e-06
-0.95	-0.46	0	1.4	1.69194e-06
-0.95	-0.42	0	1.4	1.20525e-06
-0.95	-0.38	0	1.4	8.56224e-07
-0.95	-0.34	0	1.4	6.06724e-07
-0.95	-0.3	0	1.4	4.28896e-07
-0.95	-0.26	0	1.4	0.000836095
-0.95	-0.22	0	1.4	0.00100469
-0.95	-0.18	0	1.4	0.001191
-0.95	-0.14	0	1.4	0.00139177
-0.95	-0.1	0	1.4	0.00160205
-0.95	-0.06	0	1.4	0.00181522
-0.95	-0.02	0	1.4	0.0020232
-0.95	0.02	0	1.4	0.00221687
-0.95	0.06	0	1.4	0.00238671
-0.95	0.1	0	1.4	0.00252361
-0.95	0.14	0	1.4	0.00261973
-0.95	0.18	0	1.4	0.00266932
-0.95	0.22	0	1.4	0.00266932
-0.95	0.26	0	1.4	0.00261973
-0.95	0.3	0	1.4	0.00252361
-0.95	0.34	0	1.4	0.00238671
-0.95	0.38	0	1.4	0.00221687
-0.95	0.42	0	1.4	0.0020232
-0.95	0.46	0	1.4	0.00181522
-0.95	0.5	0	1.4	0.00160205
-0.95	0.54	0	1.4	0.00139177
-0.95	0.58	0	1.4	0.001191
-0.95	0.62	0	1.4	0.00100469
-0.95	0.66	0	1.4	0.000836095
-0.95	0.7	0	1.4	0.000686924
-0.95	0.74	0	1.4	0.000557594
-0.95	0.78	0	1.4	0.00044751
-0.95	0.82	0	1.4	0.000355363
-0.95	0.86	0	1.4	0.000279398
-0.95	0.9	0	1.4	0.00021764
-0.95	0.94	0	1.4	0.000168069
-0.95	0.98	0	1.4	0.000128743
-0.916667	-0.98	0	1.4	7.6832e-05
-0.916667	-0.94	0	1.4	5.8324e-05
-0.916667	-0.9	0	1.4	4.39801e-05
-0.916667	-0.86	0	1.4	3.29579e-05
-0.916667	-0.82	0	1.4	2.45547e-05
-0.916667	-0.78	0	1.4	1.81948e-05
-0.916667	-0.74	0	1.4	1.34137e-05
-0.916667	-0.7	0	1.4	9.84212e-06
-0.916667	-0.66	0	1.4	7.18943e-06
-0.916667	-0.62	0	1.4	5.22989e-06
-0.916667	-0.58	0	1.4	3.78962e-06
-0.916667	-0.54	0	1.4	2.73597e-06
-0.916667	-0.5	0	1.4	1.96852e-06
-0.916667	-0.46	0	1.4	1.41179e-06
-0.916667	-0.42	0	1.4	1.00946e-06
-0.916667	-0.38	0	1.4	7.19736e-07
-0.916667	-0.34	0	1.4	5.11798e-07
-0.916667	-0.3	0	1.4	3.63022e-07
-0.916667	-0.26	0	1.4	0.000622982
-0.916667	-0.22	0	1.4	0.000744506
-0.916667	-0.18	0	1.4	0.000877934
-0.916667	-0.14	0	1.4	0.00102083
-0.916667	-0.1	0	1.4	0.00116964
-0.916667	-0.06	0	1.4	0.00131969
