-0.99	0	0	1.5
-0.97	0	0	3
-0.95	0	0	2.5
-0.93	0	0	1
-0.91	0	0	1.5
-0.89	0	0	0.5
-0.87	0	0	2.5
-0.85	0	0	1.5
-0.83	0	0	2.5
-0.81	0	0	2
-0.79	0	0	3
-0.77	0	0	1
-0.75	0	0	0.5
-0.73	0	0	2
-0.71	0	0	1.5
-0.69	0	0	0.5
-0.67	0	0	1.5
-0.65	0	0	0.5
-0.63	0	0	3
-0.61	0	0	1
-0.59	0	0	2
-0.57	0	0	2
-0.55	0	0	2.5
-0.53	0	0	2
-0.51	0	0	2.5
-0.49	0	0	2
-0.47	0	0	2
-0.45	0	0	3
-0.43	0	0	1.5
-0.41	0	0	3
-0.39	0	0	2.5
-0.37	0	0	3.5
-0.35	0	0	1.5
-0.33	0	0	3
-0.31	0	0	1
-0.29	0	0	2.5
-0.27	0	0	2.5
-0.25	0	0	1.5
-0.23	0	0	2
-0.21	0	0	3
-0.19	0	0	1
-0.17	0	0	2
-0.15	0	0	1.5
-0.13	0	0	3
-0.11	0	0	2
-0.09	0	0	1
-0.07	0	0	2
-0.05	0	0	2.5
-0.03	0	0	3.5
-0.01	0	0	1.5
0.01	0	0	1
0.03	0	0	1.5
0.05	0	0	2.5
0.07	0	0	0.5
0.09	0	0	0.5
0.11	0	0	0.5
0.13	0	0	2
0.15	0	0	4
0.17	0	0	1.5
0.19	0	0	1
0.21	0	0	1.5
0.23	0	0	3
0.25	0	0	2
0.27	0	0	1
0.29	0	0	1.5
0.31	0	0	1
0.33	0	0	2.5
0.35	0	0	1.5
0.37	0	0	2
0.39	0	0	1
0.41	0	0	1.5
0.43	0	0	1
0.45	0	0	2.5
0.47	0	0	0.5
0.49	0	0	2.5
0.51	0	0	1.5
0.53	0	0	3
0.55	0	0	2
0.57	0	0	1
0.59	0	0	1.5
0.61	0	0	2
0.63	0	0	2
0.65	0	0	2.5
0.67	0	0	1.5
0.69	0	0	1.5
0.71	0	0	2
0.73	0	0	2
0.75	0	0	1.5
0.77	0	0	2
0.79	0	0	1
0.81	0	0	1.5
0.83	0	0	2
0.85	0	0	2.5
0.87	0	0	2.5
0.89	0	0	1.5
0.91	0	0	2
0.93	0	0	1
0.95	0	0	1.5
0.97	0	0	2
0.99	0	0	1
