-0.99	0	0	1.83525
-0.97	0	0	1.8377
-0.95	0	0	1.8356
-0.93	0	0	1.8367
-0.91	0	0	1.83955
-0.89	0	0	1.85185
-0.87	0	0	1.8457
-0.85	0	0	1.8407
-0.83	0	0	1.8431
-0.81	0	0	1.84065
-0.79	0	0	1.85525
-0.77	0	0	1.83775
-0.75	0	0	1.83115
-0.73	0	0	1.837
-0.71	0	0	1.82635
-0.69	0	0	1.84255
-0.67	0	0	1.8398
-0.65	0	0	1.83385
-0.63	0	0	1.84185
-0.61	0	0	1.8395
-0.59	0	0	1.8392
-0.57	0	0	1.83705
-0.55	0	0	1.84385
-0.53	0	0	1.84055
-0.51	0	0	1.8304
-0.49	0	0	1.84555
-0.47	0	0	1.82655
-0.45	0	0	1.84965
-0.43	0	0	1.8382
-0.41	0	0	1.83095
-0.39	0	0	1.8366
-0.37	0	0	1.8281
-0.35	0	0	1.8292
-0.33	0	0	1.8387
-0.31	0	0	1.8374
-0.29	0	0	1.8433
-0.27	0	0	1.83915
-0.25	0	0	1.83785
-0.23	0	0	1.8363
-0.21	0	0	1.8407
-0.19	0	0	1.81245
-0.17	0	0	1.845
-0.15	0	0	1.8452
-0.13	0	0	1.8325
-0.11	0	0	1.84865
-0.09	0	0	1.8415
-0.07	0	0	1.8467
-0.05	0	0	1.832
-0.03	0	0	1.83345
-0.01	0	0	1.83995
0.01	0	0	1.84665
0.03	0	0	1.83825
0.05	0	0	1.8345
0.07	0	0	1.83565
0.09	0	0	1.82465
0.11	0	0	1.8446
0.13	0	0	1.8262
0.15	0	0	1.8379
0.17	0	0	1.82705
0.19	0	0	1.83375
0.21	0	0	1.83705
0.23	0	0	1.8341
0.25	0	0	1.836
0.27	0	0	1.83775
0.29	0	0	1.82025
0.31	0	0	1.8379
0.33	0	0	1.8387
0.35	0	0	1.83425
0.37	0	0	1.83895
0.39	0	0	1.85095
0.41	0	0	1.85945
0.43	0	0	1.84735
0.45	0	0	1.8438
0.47	0	0	1.8456
0.49	0	0	1.83695
0.51	0	0	1.82535
0.53	0	0	1.8336
0.55	0	0	1.8461
0.57	0	0	1.83315
0.59	0	0	1.8338
0.61	0	0	1.85725
0.63	0	0	1.84085
0.65	0	0	1.84105
0.67	0	0	1.8323
0.69	0	0	1.83675
0.71	0	0	1.8326
0.73	0	0	1.84285
0.75	0	0	1.8398
0.77	0	0	1.84835
0.79	0	0	1.83455
0.81	0	0	1.8427
0.83	0	0	1.83165
0.85	0	0	1.8424
0.87	0	0	1.8229
0.89	0	0	1.85455
0.91	0	0	1.8403
0.93	0	0	1.83675
0.95	0	0	1.84055
0.97	0	0	1.83895
0.99	0	0	1.84525
